27351017,Dr.,Lloyd,Kruse,F,S,1926-08-19,Tonga,lloyd.kruse@tzdnh16ef3ycjv7iy.edu,Woodlawn,34098,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27351026,Dr.,Elisabeth,Brooks,M,W,1933-02-21,Paraguay,elisabeth.brooks@l1cr.edu,Garrison,48767,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27351028,Dr.,Larry,Spalding,M,U,1928-04-02,Bahamas,larry.spalding@r94q2pdej.org,Five Points,56098,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27351041,Dr.,Nancy,Edwards,F,M,1981-11-21,Chile,nancy.edwards@j5gj.org,Lebanon,22898,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27351054,Sir,Michael,Russell,M,U,1958-02-05,Ecuador,michael.russell@v.org,Oakdale,49584,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27351063,Dr.,Henry,Ramirez,M,D,1986-12-14,Bangladesh,henry.ramirez@guvpcfik2gnb.org,Bridgeport,75817,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27351107,Miss,Dora,Dowling,M,S,1963-07-17,Indonesia,dora.dowling@fpuhbpmlgpnnx5.com,Fairview,45709,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27351124,Sir,Milton,Ball,M,D,1966-03-13,Puerto Rico,milton.ball@iz1d2cdm9hfn2e.edu,Webb,50899,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27351154,Dr.,Anne,Schmidt,M,W,1990-01-06,Comoros,anne.schmidt@8e75vxb.com,Five Points,96098,United States,-10.00,FALSE,2022-10-03 22:43:20.810 -0700
27351166,Dr.,Charles,Mclaughlin,F,U,1967-02-23,Benin,charles.mclaughlin@dkq3f8vs.edu,Shady Grove,22812,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27351190,Miss,Maritza,Alston,F,D,1974-08-23,Christmas Island,maritza.alston@kqqq0dhyekbafuru.edu,Oak Ridge,78371,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27351204,Ms.,Charline,Dyer,M,M,1963-06-29,Kiribati,charline.dyer@e22q31g5thi1j.com,Oak Grove,38370,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27351221,Dr.,Christian,Ramirez,F,S,1953-11-02,Switzerland,christian.ramirez@ul1u2.edu,Clinton,38222,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
